,Season,EpisodeNo,Title,AirDate,Writers,Director,SEID,IMDBrating,Viewers,PosTotal,NegTotal,CompTotal,LineCountTotal,WordCountTotal,PosJerry,NegJerry,CompJerry,LineCountJerry,WordCountJerry,PosGeorge,NegGeorge,CompGeorge,LineCountGeorge,WordCountGeorge,PosKramer,NegKramer,CompKramer,LineCountKramer,WordCountKramer,PosElaine,NegElaine,CompElaine,LineCountElaine,WordCountElaine,PosSecond,NegSecond,CompSecond,LineCountSecond,WordCountSecond,PosOther,NegOther,CompOther,LineCountOther,WordCountOther,TwoParter,Pilot,Finale
131,8,2,The Soul Mate,26-Sep-96,Peter Mehlman,Andy Ackerman,S08E02,8.2,,0.119972155,0.085892231,0.068444483,306,2909,0.092463458,0.114135116,0.029675579,69,561,0.104328571,-0.145233016,0.113984127,47,630,0.125735905,0.121727596,0.03862908,47,337,0.157492105,0.275212368,0.064634211,40,380,0.126373802,0.165526198,0.098702875,27,313,0.130268895,0.116155378,0.061299419,76,688,0,0,0
132,8,3,The Bizarro Jerry,3-Oct-96,David Mandel,Andy Ackerman,S08E03,9.2,,0.123227166,0.171166444,0.051116427,302,2989,0.097589552,0.135270896,0.046998756,89,804,0.15626789,0.262613761,0.052776147,41,545,0.098474801,0.127801857,0.043344828,38,377,0.132114035,0.200608421,0.044084211,50,570,,,,,,0.133142857,0.140268543,0.064600289,84,693,0,0,0
133,8,4,The Little Kicks,10-Oct-96,Spike Feresten,Andy Ackerman,S08E04,9,,0.114159136,-0.00767685,0.103809758,324,3054,0.085004975,-0.161956716,0.127640796,95,1005,0.143952113,0.094609859,0.10891831,48,355,0.128846939,0.016464286,0.09867517,61,588,0.158362776,0.176802524,0.090288644,57,634,0.067986667,-0.033397333,0.066333333,7,75,0.077697733,-0.034090932,0.075191436,56,397,0,0,0
134,8,5,The Package,17-Oct-96,Jennifer Crittenden,Andy Ackerman,S08E05,8.8,,0.120042991,0.110039402,0.062908411,325,2675,0.085608225,0.003435714,0.067645022,74,462,0.132029954,0.148513134,0.043705069,55,434,0.142394904,0.177901274,0.078303609,44,471,0.121369478,0.092961847,0.069833333,53,498,0.166167224,0.23615786,0.064317726,24,299,0.092111546,0.054042466,0.053172211,75,511,0,0,0
135,8,6,The Fatigues,31-Oct-96,"Gregg Kavet, Andy Robin",Andy Ackerman,S08E06,8.3,,0.10479777,0.005994271,0.085969627,271,2601,0.09982659,0.061657033,0.073111753,76,519,0.075952381,-0.13485119,0.110869048,34,336,0.099657895,-0.014616959,0.069236842,31,342,0.158295265,0.146683565,0.077281337,35,359,0.048493289,-0.233622148,0.102419463,21,298,0.120330656,0.06808581,0.088977242,74,747,0,0,0
136,8,7,The Checks,7-Nov-96,"Steve O'Donnell and Tom Gammill, Max Pross",Andy Ackerman,S08E07,8.4,,0.139555556,0.177982906,0.04491514,357,3276,0.120105,0.099099125,0.07235125,104,800,0.108979516,0.07881527,0.049664804,44,537,0.187105008,0.340481906,0.025822294,52,619,0.120259794,0.193736289,0.028313402,57,485,,,,,,0.153813174,0.187722754,0.039371257,100,835,0,0,0
137,8,8,The Chicken Roaster,14-Nov-96,"Alec Berg, Jeff Schaffer",Andy Ackerman,S08E08,9.1,,0.103921424,0.069407623,0.064239087,319,2978,0.077414322,0.01301202,0.059226343,80,782,0.09521161,0.047940824,0.054634831,51,534,0.123188492,0.037846627,0.100565476,46,504,0.110835052,0.151742474,0.044717526,52,485,0.240827957,0.303853763,0.017526882,14,93,0.103203448,0.086192931,0.072087931,76,580,0,0,0
138,8,9,The Abstinence,21-Nov-96,Steve Koren,Andy Ackerman,S08E09,9.1,,0.111959333,0.072931839,0.067020507,309,2877,0.106689384,-0.008835125,0.074347313,85,763,0.126493849,0.194713708,0.035347979,59,569,0.08860815,0.061254232,0.051655172,36,319,0.145629156,0.181532481,0.060212276,39,391,,,,,,0.10002515,0.018269102,0.090966467,90,835,0,0,0
139,8,10,The Andrea Doria,19-Dec-96,Spike Feresten,Andy Ackerman,S08E10,8.5,,0.094183306,-0.015666084,0.072035496,301,3606,0.083879562,-0.022460462,0.06486618,83,822,0.091603727,-0.133146335,0.073607453,46,805,0.07765237,-0.157626411,0.104641084,33,443,0.136365049,0.30644233,0.05064466,33,515,0.059569915,-0.008270763,0.052023305,34,472,0.116921676,-0.027198725,0.09142623,72,549,0,0,0
140,8,11,The Little Jerry,9-Jan-97,Jennifer Crittenden,Andy Ackerman,S08E11,8.5,,0.117384265,0.100955462,0.064553641,345,3076,0.079923896,0.046262861,0.071062405,95,657,0.149887519,0.13352527,0.084272727,53,649,0.152562771,0.079028571,0.044829004,52,462,0.088209184,0.089233163,0.051005102,39,392,0.102971831,0.283709859,0,6,71,0.117057988,0.120535385,0.06684142,100,845,0,0,0
141,8,12,The Money,16-Jan-97,Peter Mehlman,Andy Ackerman,S08E12,8,,0.109819547,0.129178422,0.048434207,362,3397,0.12270101,0.11464,0.042216162,60,495,0.07925102,0.096889184,0.055957143,57,490,0.144269903,0.159704466,0.055046602,50,515,0.146738636,0.1853025,0.050645455,52,440,0.072089202,0.084751761,0.042150235,90,852,0.120996694,0.162987107,0.049041322,53,605,0,0,0
142,8,13,The Comeback,30-Jan-97,"Gregg Kavet, Andy Robin",David Owen Trainor,S08E13,8.8,,0.114851952,0.078378981,0.068621053,286,2945,0.110652961,0.116231908,0.059350329,61,608,0.167507042,0.137650302,0.088641851,35,497,0.11859633,0.132505505,0.037833028,46,545,0.084466403,-0.039529644,0.091713439,64,506,,,,,,0.101820025,0.050103169,0.0696109,80,789,0,0,0
143,8,14,The Van Buren Boys,6-Feb-97,Darin Henry,Andy Ackerman,S08E14,8.3,,0.111958014,0.15261444,0.054688794,301,3525,0.138123616,0.268665498,0.063863469,51,542,0.104184704,0.153935209,0.039246753,54,693,0.106726474,0.169350565,0.060220828,49,797,0.10889613,0.038386965,0.068955193,42,491,0.192291139,0.235755696,0.071329114,11,79,0.101699892,0.122672806,0.047105092,94,923,0,0,0
144,8,15,The Susie,13-Feb-97,David Mandel,Andy Ackerman,S08E15,8.7,,0.110236698,0.113511085,0.060328104,295,2932,0.066115546,0.015257143,0.057302521,70,476,0.11666041,0.153261945,0.041674061,54,586,0.103547963,0.144698817,0.068381078,59,761,0.105026585,0.047057669,0.064006135,55,489,,,,,,0.150358065,0.165505806,0.067496774,57,620,0,0,0
145,8,16,The Pothole,20-Feb-97,Steve O'Donnell and Dan O'Keefe,Andy Ackerman,S08E16,8.8,,0.120054252,0.173871994,0.04794978,297,2728,0.130472422,0.183870504,0.062685851,91,834,0.073405276,0.263304796,0.034681055,34,417,0.156270677,0.351504887,0.014398496,42,532,0.121572761,0.052148507,0.07563806,62,536,0.0775,-0.021096429,0.095535714,4,28,0.098727034,-0.008359055,0.034614173,64,381,0,0,0
146,8,17,The English Patient,13-Mar-97,Steve Koren,Andy Ackerman,S08E17,8.7,,0.102975854,0.098384541,0.051703669,387,3189,0.07986509,0.069192768,0.034442281,103,719,0.109078341,0.168232488,0.030695853,42,434,0.096135678,0.027380905,0.054570352,45,398,0.105906915,-0.020748936,0.12581383,41,376,0.102842308,0.168141154,0.02945,26,260,0.118567864,0.143885329,0.05001497,130,1002,0,0,0
147,8,18,The Nap,10-Apr-97,"Gregg Kavet, Andy Robin",Andy Ackerman,S08E18,8.9,,0.094846777,0.023777311,0.074260037,281,2715,0.090026764,0.072582725,0.065199513,58,411,0.102281465,0.069531579,0.072775744,44,437,0.086036011,-0.042716898,0.102432133,39,361,0.1264238,0.10932547,0.065223382,54,479,,,,,,0.0819815,-0.031750243,0.072829601,86,1027,0,0,0
148,8,19,The Yada Yada,24-Apr-97,Peter Mehlman and Jill Franklyn,Andy Ackerman,S08E19,9,,0.101917441,0.132504718,0.047618656,294,2798,0.117749611,0.126242924,0.048247278,80,643,0.090575646,0.102309963,0.032575646,32,271,0.095585714,0.107125143,0.036845714,39,350,0.080994275,0.239027099,0.038723282,36,524,,,,,,0.107930693,0.098122772,0.05960297,107,1010,0,0,0
149,8,20,The Millennium,1-May-97,Jennifer Crittenden,Andy Ackerman,S08E20,8.3,,0.106770745,0.064705904,0.069453263,305,3049,0.135865,0.084253667,0.080866667,90,600,0.084762402,-0.099372846,0.095417755,37,383,0.119913105,0.198006838,0.043071225,55,702,0.078827338,-0.096661151,0.082478417,30,278,0.133842105,0.153417895,0.053247368,13,190,0.089328125,0.048568638,0.070776786,80,896,0,0,0
150,8,21,The Muffin Tops,8-May-97,Spike Feresten,Andy Ackerman,S08E21,8.7,,0.105495507,0.109260998,0.052305491,287,3005,0.087302231,0.072823529,0.050462475,56,493,0.099597802,0.095728352,0.029683516,40,455,0.115109924,0.145238626,0.064964885,62,655,0.10495,0.092753,0.06556,38,400,0.072947368,0.116339474,0,3,38,0.112560166,0.116408195,0.051885892,88,964,0,0,0
151,8,22,The Summer of George,15-May-97,"Alec Berg, Jeff Schaffer",Andy Ackerman,S08E22,8.7,,0.103063365,0.068231391,0.063419883,328,2746,0.118121417,0.124577234,0.057247892,100,593,0.075778157,0.055361092,0.042228669,59,586,0.120004167,0.101252083,0.062085417,49,480,0.089174699,-0.08701506,0.092424699,35,332,,,,,,0.107750993,0.081239073,0.072809272,85,755,0,0,0
152,9,1,The Butter Shave,25-Sep-97,"Alec Berg, Jeff Schaffer, David Mandel",Andy Ackerman,S09E01,8.6,,0.122387144,0.049300438,0.087107378,312,2738,0.099010057,-0.077482902,0.10662069,89,696,0.164439739,0.15975684,0.083273616,64,614,0.10575174,0.128099768,0.051176334,45,431,0.089809061,-0.015996117,0.082407767,30,309,0.120392857,0.011947222,0.104400794,31,252,0.141169725,0.086108028,0.090211009,53,436,0,0,0
153,9,2,The Voice,2-Oct-97,"Alec Berg, Jeff Schaffer, David Mandel",Andy Ackerman,S09E02,8.6,,0.12185966,0.12957231,0.065598804,372,3178,0.12620202,0.151835556,0.060706061,117,990,0.148879237,0.18464322,0.065682203,54,472,0.097010101,0.003991246,0.05286532,54,594,0.143292978,0.206221308,0.087302663,52,413,0.196217391,0.160275,0.060880435,13,92,0.092711507,0.116736629,0.071820097,82,617,0,0,0
154,9,3,The Serenity Now,9-Oct-97,Steve Koren,Andy Ackerman,S09E03,9,,0.123318831,0.159199675,0.057792532,307,3080,0.132814516,0.063525484,0.087930645,77,620,0.135972519,0.249261069,0.055509924,58,655,0.106340807,0.119467713,0.029477578,36,446,0.14886055,0.293635596,0.039566972,52,545,0.080692483,0.03658246,0.065138952,41,439,0.118490667,0.155492,0.063514667,43,375,0,0,0
155,9,4,The Blood,16-Oct-97,Dan O'Keefe,Andy Ackerman,S09E04,8.4,,0.102661412,0.077222001,0.069634339,303,2918,0.084865872,-0.002401192,0.085803279,89,671,0.138793173,0.267651807,0.031993976,44,498,0.097168421,0.112242406,0.05584812,53,665,0.122113872,0.030584472,0.096540373,42,483,0.073564626,-0.026867347,0.107442177,18,147,0.086101322,0.018040529,0.066352423,57,454,0,0,0
156,9,5,The Junk Mail,30-Oct-97,Spike Feresten,Andy Ackerman,S09E05,8.3,,0.114348134,0.119487548,0.066072072,321,3108,0.096880987,0.063584325,0.065943396,77,689,0.085922481,0.048066667,0.074505814,57,516,0.12898452,0.05699613,0.08227709,59,646,0.183468182,0.31632,0.031240909,23,220,0.126152918,0.259351308,0.0512334,48,497,0.107262963,0.124903333,0.066638889,57,540,0,0,0
157,9,6,The Merv Griffin Show,6-Nov-97,Bruce Eric Kaplan,Andy Ackerman,S09E06,9.2,,0.10924194,0.126681947,0.056804421,298,3257,0.1032352,0.08764448,0.0529632,68,625,0.113501053,0.159747158,0.043928421,49,475,0.129155231,0.19387604,0.049098988,58,889,0.111675676,0.145244075,0.058740125,47,481,0.031337209,-0.111038372,0.114453488,12,86,0.094345221,0.070294579,0.07032525,64,701,0,0,0
158,9,7,The Slicer,13-Nov-97,"Gregg Kavet, Andy Robin",Andy Ackerman,S09E07,8.6,,0.102808693,0.026125069,0.083747475,344,3267,0.083517018,0.002591248,0.074277147,81,617,0.086803717,-0.044294657,0.08945993,75,861,0.132793578,0.178259862,0.062941514,81,872,0.107017021,-0.01289383,0.111210638,61,470,,,,,,0.097346756,-0.061505593,0.097527964,46,447,0,0,0
159,9,8,The Betrayal,20-Nov-97,"David Mandel, Peter Mehlman",Andy Ackerman,S09E08,9.1,,0.115219939,0.080100964,0.073587012,438,3942,0.115243047,0.068756711,0.072412334,100,827,0.13507751,0.109670394,0.077385006,67,787,0.172754653,0.242833841,0.0882978,51,591,0.071689189,-0.002858354,0.066164619,79,814,0.18654386,0.204265789,0.063578947,15,114,0.087597033,0.010026205,0.069224969,126,809,0,0,0
160,9,9,The Apology,11-Dec-97,Jennifer Crittenden,Andy Ackerman,S09E09,8.5,,0.119047537,0.08197047,0.067719677,318,3471,0.099008306,0.026878073,0.078146179,67,602,0.143989101,0.156244823,0.061317439,62,734,0.145672447,0.181646243,0.048462428,41,519,0.131352834,0.158331444,0.06359415,45,547,0.035352332,0.012643523,0.064580311,22,193,0.106901826,-0.033866096,0.08059589,81,876,0,0,0
161,9,10,The Strike,18-Dec-97,"Dan O'Keefe, Alec Berg, Jeff Schaffer",Andy Ackerman,S09E10,8.9,,0.119812681,0.115283729,0.066515634,365,3454,0.124791587,0.097557935,0.06323327,71,523,0.134343931,0.163937861,0.073995665,66,692,0.14176873,0.209462378,0.063824104,51,614,0.092809689,0.023636851,0.073176471,54,578,0.099035135,-0.008035676,0.091848649,30,370,0.115610044,0.139473264,0.044314623,93,677,0,0,0
162,9,11,The Dealership,8-Jan-98,Steve Koren,Andy Ackerman,S09E11,8.7,,0.090184978,0.077221568,0.064201979,352,3941,0.079394243,0.071090113,0.056418023,71,799,0.075222391,-0.008168012,0.078348819,76,1313,0.134779886,0.177240038,0.09302277,37,527,0.104408805,0.174469497,0.053896226,40,318,0.097026471,0.114232941,0.051535294,37,340,0.086950311,0.109515217,0.033208075,91,644,0,0,0
163,9,12,The Reverse Peephole (a.k.a. The Man Fur),15-Jan-98,Spike Feresten,Andy Ackerman,S09E12,8.5,,0.124739116,0.177032293,0.044116558,332,2917,0.100639742,0.080628271,0.052113086,84,619,0.10415534,0.134537136,0.047381068,45,412,0.146052133,0.234243602,0.036488152,58,633,0.146,0.287804074,0.032318519,57,540,0.086607029,0.099951118,0.040635783,36,313,0.1506425,0.19022475,0.0591025,52,400,0,0,0
164,9,13,The Cartoon,29-Jan-98,Bruce Eric Kaplan,Andy Ackerman,S09E13,8.2,,0.126411935,0.178519763,0.061188643,275,3117,0.089432464,-0.074064455,0.10135545,89,844,0.097564644,0.039424538,0.05205277,47,379,0.144768496,0.267331742,0.057169451,32,419,0.163718845,0.326277812,0.024232523,52,658,0.2905,0.59765,0.041,2,34,0.131936143,0.328214176,0.056398467,53,783,0,0,0
165,9,14,The Strongbox,5-Feb-98,Dan O'Keefe,Andy Ackerman,S09E14,8.1,,0.082199156,0.015491055,0.072763713,338,3555,0.069564436,-0.049345255,0.07903996,102,1001,0.072152299,0.030873994,0.068456897,60,696,0.117512238,0.103456993,0.067218531,40,572,0.089797583,0.119057855,0.039666163,68,662,,,,,,0.073241987,-0.088167788,0.107695513,68,624,0,0,0
166,9,15,The Wizard,26-Feb-98,Steve Lookner,Andy Ackerman,S09E15,8.3,,0.091242203,0.087233344,0.048888852,341,3014,0.07714827,0.129079407,0.033019769,65,607,0.080248848,-0.019035023,0.075233487,58,651,0.140273782,0.258261253,0.012290023,38,431,0.110571429,0.081055252,0.081226891,65,476,0.087198391,0.112005362,0.039246649,41,373,0.063693277,0.011115546,0.041451681,74,476,0,0,0
167,9,16,The Burning,19-Mar-98,Jennifer Crittenden,Andy Ackerman,S09E16,8.6,,0.105932564,0.021662568,0.08401767,287,2773,0.078986154,-0.026891846,0.079566154,67,650,0.090094017,0.027382479,0.07287037,56,702,0.168789644,0.348892233,0.05261165,30,309,0.163434211,0.053623355,0.080200658,44,304,0.124391667,-0.036034167,0.123966667,21,120,0.090693314,-0.089327907,0.108421512,69,688,0,0,0
168,9,17,The Bookstore,9-Apr-98,Spike Feresten,Andy Ackerman,S09E17,8.5,,0.097595966,0.047978887,0.0713162,301,3074,0.093678466,-0.054253687,0.101966077,76,678,0.083597668,0.025761808,0.045524781,36,343,0.091636743,0.230111065,0.029160752,37,479,0.138798544,0.051517476,0.096038835,36,412,0.12368125,0.106205938,0.074753125,36,320,0.079768409,0.011877078,0.067720903,80,842,0,0,0
169,9,18,The Frogger,23-Apr-98,"Gregg Kavet, Andy Robin",Andy Ackerman,S09E18,9,,0.129953281,0.085209714,0.064849462,299,2697,0.131766839,0.111629534,0.05182038,72,579,0.115144231,0.123638846,0.0467,54,520,0.10122792,-0.058960684,0.102213675,33,351,0.094657534,0.04203653,0.074885845,41,438,,,,,,0.169746601,0.127525464,0.064195303,99,809,0,0,0
170,9,19,The Maid,30-Apr-98,"Alec Berg, David Mandel, Jeff Schaffer",Andy Ackerman,S09E19,8.3,,0.09580292,0.054141022,0.071659489,364,2740,0.124542811,0.068157997,0.072736672,105,619,0.090358663,0.055882067,0.075799392,45,329,0.119154399,0.079262298,0.072743268,56,557,0.070695364,0.018076821,0.099313466,58,453,,,,,,0.073255754,0.045311381,0.052273657,100,782,0,0,0
171,9,20,The Puerto Rican Day,7-May-98,"Alec Berg, Jennifer Crittenden, Spike Feresten, Bruce Eric Kaplan, Gregg Kavet, Steve Koren, David Mandel, Dan O'Keefe, Andy Robin and Jeff Schaffer.",Andy Ackerman,S09E20,8.2,,0.104707974,0.074493894,0.073826149,316,2784,0.068290598,0.024090256,0.054018803,75,585,0.109635104,0.038387991,0.084027714,49,433,0.126920502,0.128899721,0.072577406,57,717,0.109394209,0.08597461,0.068870824,48,449,,,,,,0.106608333,0.0760875,0.090976667,87,600,0,0,0
172,9,23,The Finale,14-May-98,Larry David,Andy Ackerman,S09E23,7.7,,0.115230461,0.034925637,0.084556255,713,6986,0.122067466,0.065924363,0.076808096,151,1334,0.111220513,-0.022854667,0.10644,126,975,0.144574209,0.170964477,0.057306569,38,411,0.126094017,0.140492479,0.065490598,75,585,0.132590133,0.014550285,0.109948767,45,527,0.104838935,0.00577305,0.083912809,278,3154,1,0,1
